Movie_Name,Genre,Running_Time,Metascore,Release_year,IMDb_Rating,Movie_Description,Votes,Gross
Terrore nello spazio,"Action, Adventure, Horror",88 min,,1965,6.2,"After landing on a mysterious planet, a team of astronauts begin to turn on each other, swayed by the uncertain influence of the planet and its strange inhabitants.","6,682",$0.25M
Venus Senki,"Animation, Action, Drama",103 min,,1989,6.6,"Two thriving colonies, Ishtar and Aphrodia, exist on the planet Venus in the year 2089. War breaks out, and Ishtar invades Aphrodia, sweeping its residents, including motorcycle rider Hiro and his teammates, into the chaos of the conflict.","1,883",
The Fury,"Horror, Sci-Fi, Thriller",118 min,64,1978,6.3,"A former CIA agent uses the talents of a young psychic to help retrieve his telekinetic son from terrorists, who want to use his mental powers for evil.","16,507",
All-Star Superman,"Animation, Action, Adventure",76 min,,2011,6.8,"After being poisoned by sun radiation, a dying Superman decides to fulfill his lifelong dreams while Lex Luthor has his own agenda.","16,378",
Star Trek Into Darkness,"Action, Adventure, Sci-Fi",132 min,72,2013,7.7,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.","491,516",$228.78M
Momo,"Comedy, Family, Fantasy",101 min,,1986,6.5,In the village of Momo the pace of time goes very slowly. Nobody is bothering about stress but everyone has time to chat and rest - until the day the grey men arrive. With a great selling ...                See full summary »,"2,028",
Highlander,"Action, Adventure, Fantasy",116 min,24,1986,7,"An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize"".","142,145",$5.90M
Boku no kanojo wa saibôgu,"Action, Comedy, Romance",115 min,,2008,6.9,"A lonely university student develops a romance with a beautiful interesting woman, who turns out to be a cyborg from the future.","4,166",
Frequently Asked Questions About Time Travel,"Comedy, Sci-Fi",83 min,,2009,7,"While drinking at their local pub, three social outcasts attempt to navigate a time-travel conundrum.","35,545",
The Nutty Professor,"Comedy, Romance, Sci-Fi",107 min,,1963,6.6,"A timid, nearsighted chemistry teacher discovers a magical potion that can transform him into a suave and handsome Romeo. The Jekyll and Hyde game works well enough until the concoction starts to wear off at the most embarrassing times.","18,959",$7.63M
Darkman,"Action, Sci-Fi, Thriller",96 min,65,1990,6.4,A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.,"67,726",$33.88M
Uchû shô e yôkoso,"Animation, Adventure, Drama",136 min,,2010,6.7,Five kids go on amazing adventures through the universe after they rescue an injured alien.,"1,049",
The Whisperer in Darkness,"Mystery, Sci-Fi, Thriller",103 min,,2011,6.5,"Based on the H. P. Lovecraft story of the same name, a folklorist investigates reports of unusual creatures in Vermont only to uncover more than he bargained for","3,437",
Le pacte des loups,"Action, Adventure, Drama",142 min,57,2001,7,"In 18th-century France, the Chevalier de Fronsac and his Native American friend Mani are sent to the Gevaudan province at the king's behest to investigate the killings of hundreds by a mysterious beast.","69,240",$11.26M
Futurama: The Beast with a Billion Backs,"Animation, Comedy, Romance",90 min,,2008,7.1,"The Planet Express crew discovers a tentacle-covered, planet-sized alien that wishes to copulate with it all the inhabitants of Earth.","24,817",
Seungriho,"Action, Adventure, Drama",136 min,64,2021,6.5,"Set in the year 2092 and follows the crew of a space junk collector ship called The Victory. When they discover a humanoid robot named Dorothy that's known to be a weapon of mass destruction, they get involved in a risky business deal.","27,469",
I Am Legend,"Action, Drama, Horror",101 min,65,2007,7.2,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.","787,495",$256.39M
La mort en direct,"Drama, Sci-Fi, Thriller",130 min,,1980,6.6,"In a future where dying of illness is exceedingly rare, a terminally ill woman becomes a celebrity and a man with camera implants goes to secretly record her for a morbid TV show.","3,311",
The Toxic Avenger,"Action, Comedy, Horror",82 min,42,1984,6.2,Tromaville has a monstrous new hero. The Toxic Avenger is born when meek mop boy Melvin falls into a vat of toxic waste. Now evildoers will have a lot to lose.,"30,382",
Gantz: O,"Animation, Action, Drama",95 min,,2016,7.1,"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.","16,059",
Overlord,"Action, Horror, Sci-Fi",110 min,60,2018,6.6,A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,"103,608",$21.70M
Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy",90 min,66,2009,6.9,A local scientist is often regarded as a failure until he invents a machine that can make food fall from the sky. But little does he know that things are about to take a turn for the worst.,"247,515",$124.87M
Sanyangeui sigan,"Action, Crime, Drama",134 min,,2020,6.3,"In the near future, a financial crisis will hit Korea and slums arise. From those areas, a group of young people commit crime to survive.","6,404",
Acción mutante,"Comedy, Fantasy, Sci-Fi",93 min,,1993,6.4,"In a future ruled by attractive people, mutant terrorists kidnap a rich man's daughter to claim rights for the ugly. Escaping police, the mutant leader crashes into a planet of crazy miners where no women live.","5,603",
Flight of the Navigator,"Adventure, Comedy, Family",90 min,64,1986,6.9,"In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship.","50,353",$18.56M
Mutafukaz,"Animation, Action, Comedy",94 min,48,2017,6.7,"In Dark Meat City, a young man develops supernatural powers after an otherwise uneventful scooter accident.","4,917",$0.23M
Blindness,"Drama, Mystery, Thriller",121 min,45,2008,6.5,A city is ravaged by an epidemic of instant white blindness.,"74,285",$3.07M
Beyond the Black Rainbow,"Horror, Mystery, Sci-Fi",110 min,49,2010,5.9,"Despite being under heavy sedation, a young woman tries to make her way out of the Arboria Institute, a secluded, quasifuturistic commune.","16,265",$0.06M
Enemy Mine,"Action, Adventure, Drama",108 min,59,1985,6.8,"During a long space war, the lives of two wounded enemies become dependent on their ability to forgive and to trust.","50,070",$4.27M
Demolition Man,"Action, Sci-Fi, Thriller",115 min,34,1993,6.7,A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,"186,080",$58.06M
The Faculty,"Horror, Mystery, Sci-Fi",104 min,61,1998,6.6,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.","129,994",$40.06M
"The Beast from 20,000 Fathoms","Horror, Sci-Fi",80 min,,1953,6.6,"A ferocious dinosaur awakened by an Arctic atomic test terrorizes the North Atlantic and, ultimately, New York City.","8,410",$5.00M
Urusei Yatsura 1: Onri yû,"Animation, Comedy, Fantasy",101 min,,1983,6.7,"When everyone in town receives invitations to Ataru's wedding, they are shocked to see that his sweetheart Lum is not the bride. Eventually they learn that when Ataru was playing games as a...                See full summary »",763,
Limitless,"Sci-Fi, Thriller",105 min,59,2011,7.4,"A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers.","594,652",$79.25M
The Adventures of Buckaroo Banzai Across the 8th Dimension,"Adventure, Comedy, Sci-Fi",103 min,70,1984,6.2,"Adventurer, brain surgeon, rock musician Buckaroo Banzai and his crime-fighting team, the Hong Kong Cavaliers, must stop evil alien invaders from the eighth dimension who are planning to conquer Earth.","27,913",$6.25M
Event Horizon,"Horror, Sci-Fi, Thriller",96 min,35,1997,6.6,A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,"190,011",$26.67M
The Matrix Reloaded,"Action, Sci-Fi",138 min,62,2003,7.2,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.","613,404",$281.49M
Killer Klowns from Outer Space,"Comedy, Horror, Sci-Fi",88 min,43,1988,6.2,Aliens who look like clowns come from outer space and terrorize a small town.,"42,067",$15.63M
Crumbs,"Adventure, Fantasy, Mystery",68 min,,2015,5.9,Our figurine sized supermen hero embarks on an epic surreal journey that will take him across the Ethiopian post apocalyptic landscape in search of a way to get on the hovering spacecraft that for years has become a landmark in the skies.,737,
The Running Man,"Action, Sci-Fi, Thriller",101 min,45,1987,6.7,"In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.","160,431",$38.12M
The Ghost Breakers,"Comedy, Crime, Horror",85 min,,1940,7,"A radio broadcaster, his quaking manservant and an heiress investigate the mystery of a haunted castle in Cuba.","3,840",
Shivers,"Horror, Sci-Fi",87 min,58,1975,6.4,"The residents of a suburban high-rise apartment building are being infected by a strain of parasites that turn them into mindless, sex-crazed fiends out to infect others by the slightest sexual contact.","22,536",
Bumblebee,"Action, Adventure, Sci-Fi",114 min,66,2018,6.7,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.","180,643",$127.20M
Phantasm II,"Action, Fantasy, Horror",97 min,42,1988,6.4,"Mike, now released from a psychiatric hospital, meets with Reggie, and discover his dreams (the events of the original film) are real, and they both journey to find and stop the evil Tall Man from his grim work.","16,194",$7.28M
Equilibrium,"Action, Drama, Sci-Fi",107 min,33,2002,7.3,"In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.","340,420",$1.20M
Justice League Dark,"Animation, Action, Adventure",75 min,,2017,7,"Beings with supernatural powers join together to fight against supernatural villains. This team of supernatural beings include John Constantine, Zatanna and Jason Blood also known as the demon Etrigan.","28,069",
The Hitchhiker's Guide to the Galaxy,"Adventure, Comedy, Sci-Fi",109 min,63,2005,6.7,"Mere seconds before the Earth is to be demolished by an alien construction crew, journeyman Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""","204,330",$51.09M
9,"Animation, Action, Adventure",79 min,60,2009,7,A rag doll that awakens in a postapocalyptic future holds the key to humanity's salvation.,"144,126",$31.74M
Heavy Metal,"Animation, Adventure, Fantasy",86 min,51,1981,6.6,"A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.","36,958",
